,Input Depth,Output Depth,Area Membership Root,Area Membership Post
46851,232.51488384337614,223.72380436693464,RL,RL
46852,206.68571394915,223.72380436693464,AL,RL
46853,226.1561737913944,223.72380436693464,RL,RL
46854,184.01569691916944,223.72380436693464,V1,RL
46855,244.88554481008342,223.72380436693464,RL,RL
46856,272.3207937758052,223.72380436693464,AL,RL
46857,272.3207937758052,223.72380436693464,RL,RL
46858,173.52348163561436,223.72380436693464,RL,RL
46859,229.24304436518224,223.72380436693464,RL,RL
46860,229.24304436518224,223.72380436693464,RL,RL
46861,229.24304436518224,223.72380436693464,V1,RL
46862,115.74405904706964,223.72380436693464,AL,RL
46863,115.74405904706964,223.72380436693464,RL,RL
46864,278.58253949696905,223.72380436693464,RL,RL
46865,397.38342724611675,347.44604879420643,RL,AL
46866,212.72908130931359,347.44604879420643,RL,AL
46867,136.14083760583827,347.44604879420643,RL,AL
46868,149.31828062628938,347.44604879420643,RL,AL
46869,310.2031144146453,347.44604879420643,V1,AL
46870,207.15258691446968,347.44604879420643,RL,AL
46871,172.57725039347417,347.44604879420643,RL,AL
46872,172.57725039347417,347.44604879420643,RL,AL
46873,473.2968519947646,347.44604879420643,RL,AL
46874,307.32762838844894,347.44604879420643,RL,AL
46875,360.68034093137044,347.44604879420643,RL,AL
46876,214.5038282565701,347.44604879420643,RL,AL
46877,277.7789938881107,347.44604879420643,RL,AL
46878,408.9034038753974,347.44604879420643,RL,AL
46879,290.6322214557012,347.44604879420643,V1,AL
46880,173.1002499654148,347.44604879420643,AL,AL
46881,427.3682121288618,347.44604879420643,RL,AL
46882,223.86862940966878,347.44604879420643,AL,AL
46883,223.86862940966878,347.44604879420643,RL,AL
46884,282.9131817142411,347.44604879420643,RL,AL
46885,282.9131817142411,347.44604879420643,AL,AL
46886,172.97733203968434,347.44604879420643,RL,AL
46887,393.41168201959533,347.44604879420643,RL,AL
46888,388.5014526289764,347.44604879420643,AL,AL
46889,230.63062890517975,347.44604879420643,RL,AL
46890,230.63062890517975,347.44604879420643,RL,AL
46891,194.21699056270387,347.44604879420643,RL,AL
46892,318.1830762500489,347.44604879420643,RL,AL
46893,274.7325854596906,197.46446628423345,AL,AL
46894,332.52715263933857,197.46446628423345,RL,AL
46895,197.56799102775386,197.46446628423345,RL,AL
46896,197.56799102775386,197.46446628423345,RL,AL
46897,98.9281653411488,197.46446628423345,RL,AL
46898,98.9281653411488,197.46446628423345,AL,AL
46899,192.6555644058055,197.46446628423345,V1,AL
46900,370.6101061170941,197.46446628423345,RL,AL
46901,284.471515190831,197.46446628423345,V1,AL
46902,188.5155274090962,197.46446628423345,V1,AL
46903,245.99148575098621,197.46446628423345,V1,AL
46904,223.86862940966878,197.46446628423345,V1,AL
46905,223.86862940966878,197.46446628423345,V1,AL
46906,223.17722137029835,197.46446628423345,RL,AL
46907,195.82853195798123,197.46446628423345,RL,AL
46908,195.82853195798123,197.46446628423345,V1,AL
46909,440.9636266089286,197.46446628423345,V1,AL
46910,440.9636266089286,197.46446628423345,V1,AL
46911,195.31599498533103,197.46446628423345,V1,AL
46912,195.31599498533103,197.46446628423345,V1,AL
46913,195.31599498533103,197.46446628423345,V1,AL
46914,139.76657485276175,197.46446628423345,RL,AL
46915,478.7993575636608,197.46446628423345,RL,AL
46916,383.8520572826254,197.46446628423345,RL,AL
46917,422.47017788687054,197.46446628423345,RL,AL
46918,218.2397954777814,197.46446628423345,RL,AL
46919,218.2397954777814,197.46446628423345,RL,AL
46920,200.2285658986002,197.46446628423345,RL,AL
46921,244.20694089265373,308.22677925064164,RL,AL
46922,244.20694089265373,308.22677925064164,RL,AL
46923,230.46603562815028,308.22677925064164,V1,AL
46924,296.88717547665414,308.22677925064164,RL,AL
46925,198.58228514355568,308.22677925064164,RL,AL
46926,205.99112886700274,308.22677925064164,RL,AL
46927,205.99112886700274,308.22677925064164,AL,AL
46928,260.631830460324,308.22677925064164,RL,AL
46929,300.264042540429,308.22677925064164,RL,AL
46930,207.9337914788741,308.22677925064164,AL,AL
46931,259.1611540993159,308.22677925064164,RL,AL
46932,344.96573166164285,308.22677925064164,RL,AL
46933,220.89846275342762,308.22677925064164,AL,AL
46934,285.8881454793055,308.22677925064164,V1,AL
46935,176.48104733660043,191.92814545211564,RL,AL
46936,150.88028552870261,191.92814545211564,RL,AL
46937,212.00432110848226,191.92814545211564,AL,AL
46938,189.5500528609538,191.92814545211564,RL,AL
46939,223.72207076410956,191.92814545211564,RL,AL
46940,223.72207076410956,191.92814545211564,RL,AL
46941,149.9864521722269,191.92814545211564,RL,AL
46942,153.61635101406947,191.92814545211564,RL,AL
46943,197.56799102775386,191.92814545211564,V1,AL
46944,197.56799102775386,191.92814545211564,AL,AL
46945,182.4218145765331,191.92814545211564,AL,AL
46946,166.33408834824112,191.92814545211564,RL,AL
46947,152.81971327592007,191.92814545211564,V1,AL
46948,417.5003531037489,191.92814545211564,V1,AL
46949,219.95838717085036,223.70735957371252,RL,RL
46950,121.40422242820746,223.70735957371252,RL,RL
46951,138.5596814517533,223.70735957371252,RL,RL
46952,192.69778985505266,223.70735957371252,RL,RL
46953,264.2293590591285,223.70735957371252,RL,RL
46954,205.99049124612316,223.70735957371252,RL,RL
46955,231.85289765805595,223.70735957371252,RL,RL
46956,231.85289765805595,223.70735957371252,RL,RL
46957,231.85289765805595,223.70735957371252,RL,RL
46958,231.85289765805595,223.70735957371252,RL,RL
46959,279.2544678846859,223.70735957371252,AL,RL
46960,193.83797840639537,223.70735957371252,LM,RL
46961,164.5559590845466,223.70735957371252,RL,RL
46962,164.5559590845466,223.70735957371252,RL,RL
46963,143.61259752914177,223.70735957371252,RL,RL
46964,157.8811260087778,223.70735957371252,RL,RL
46965,272.1849305972765,223.70735957371252,RL,RL
46966,336.5378561156796,223.70735957371252,RL,RL
46967,244.55482887337294,223.70735957371252,RL,RL
46968,284.5060232630898,223.70735957371252,RL,RL
46969,284.5060232630898,223.70735957371252,AL,RL
46970,134.78504456336407,223.70735957371252,V1,RL
46971,303.83102254869584,223.70735957371252,RL,RL
46972,184.03925169629832,223.70735957371252,RL,RL
46973,184.03925169629832,223.70735957371252,RL,RL
46974,186.55517709701724,223.70735957371252,RL,RL
46975,221.244383210094,210.1009620974613,RL,RL
46976,179.90103529860167,210.1009620974613,RL,RL
46977,259.92316812145225,210.1009620974613,RL,RL
46978,182.80802371293603,210.1009620974613,RL,RL
46979,263.24781023845014,210.1009620974613,AL,RL
46980,200.14064779445582,210.1009620974613,V1,RL
46981,135.14452135311737,210.1009620974613,V1,RL
46982,181.70034916920827,210.1009620974613,V1,RL
46983,150.54760101445166,210.1009620974613,RL,RL
46984,272.3207937758052,210.1009620974613,LM,RL
46985,272.3207937758052,210.1009620974613,RL,RL
46986,178.7419453143762,210.1009620974613,V1,RL
46987,232.98756606374,210.1009620974613,RL,RL
46988,210.7582371166582,210.1009620974613,RL,RL
46989,265.53506656427805,210.1009620974613,RL,RL
46990,189.5500528609538,210.1009620974613,AL,RL
46991,185.26420784959973,210.1009620974613,RL,RL
46992,223.80152086035122,210.1009620974613,RL,RL
46993,169.53387682348566,210.1009620974613,AL,RL
46994,264.1020487777146,210.1009620974613,AL,RL
46995,268.44497313980196,206.68571394915,RL,RL
46996,421.1067258160291,206.68571394915,RL,RL
46997,158.54163852634798,206.68571394915,V1,RL
46998,245.31747577569408,206.68571394915,V1,RL
46999,157.60858593149,206.68571394915,V1,RL
47000,263.4108142039753,206.68571394915,V1,RL
47001,161.97047007508104,206.68571394915,V1,RL
47002,161.97047007508104,206.68571394915,V1,RL
47003,197.25296609288787,206.68571394915,AL,RL
47004,197.25296609288787,206.68571394915,V1,RL
47005,174.13116234006995,206.68571394915,RL,RL
47006,272.1849305972765,206.68571394915,RL,RL
47007,154.70630868327902,206.68571394915,RL,RL
47008,478.7993575636608,206.68571394915,AL,RL
47009,281.23383685363336,206.68571394915,RL,RL
47010,115.74405904706964,206.68571394915,RL,RL
47011,235.65776538003092,206.68571394915,RL,RL
47012,223.86862940966878,206.68571394915,RL,RL
47013,223.86862940966878,206.68571394915,V1,RL
47014,232.51488384337614,206.68571394915,V1,RL
47015,232.51488384337614,206.68571394915,V1,RL
47016,232.51488384337614,206.68571394915,V1,RL
47017,342.18614052491,206.68571394915,RL,RL
47018,182.44438638175146,206.68571394915,V1,RL
47019,259.51903947058946,206.68571394915,AL,RL
47020,379.38950926157025,206.68571394915,AL,RL
47021,335.8394829104668,303.2650468965936,V1,RL
47022,310.7109402211722,303.2650468965936,RL,RL
47023,310.7109402211722,303.2650468965936,RL,RL
47024,310.7109402211722,303.2650468965936,AL,RL
47025,310.7109402211722,303.2650468965936,AL,RL
47026,324.349361009199,303.2650468965936,RL,RL
47027,244.40638864646078,303.2650468965936,AL,RL
47028,314.6115877156006,303.2650468965936,RL,RL
47029,225.30445024041163,303.2650468965936,RL,RL
47030,331.2523995313543,303.2650468965936,RL,RL
47031,240.51007726607048,303.2650468965936,RL,RL
47032,252.377911648272,322.1240113707259,RL,RL
47033,214.5038282565701,322.1240113707259,RL,RL
47034,344.36348516014607,322.1240113707259,V1,RL
47035,277.52882402958727,322.1240113707259,V1,RL
47036,277.52882402958727,322.1240113707259,V1,RL
47037,162.32173773851892,322.1240113707259,V1,RL
47038,162.32173773851892,322.1240113707259,V1,RL
47039,522.4360596386668,322.1240113707259,V1,RL
47040,185.21146303267284,322.1240113707259,RL,RL
47041,319.09164891774446,322.1240113707259,RL,RL
47042,268.80323461664847,322.1240113707259,RL,RL
47043,142.73963154936985,322.1240113707259,V1,RL
47044,393.41168201959533,322.1240113707259,AL,RL
47045,470.3513371510853,322.1240113707259,RL,RL
47046,226.39250084116503,322.1240113707259,RL,RL
47047,183.12102540884777,322.1240113707259,RL,RL
47048,183.12102540884777,322.1240113707259,RL,RL
47049,199.3038667213786,322.1240113707259,RL,RL
47050,194.21699056270387,322.1240113707259,RL,RL
47051,194.21699056270387,322.1240113707259,RL,RL
47052,254.83389367173794,322.1240113707259,RL,RL
47053,317.72834166496756,322.1240113707259,RL,RL
47054,317.72834166496756,322.1240113707259,RL,RL
47055,231.5166011200903,322.1240113707259,RL,RL
47056,235.65776538003092,209.8518319792378,RL,RL
47057,264.080718825994,209.8518319792378,RL,RL
47058,186.86693430571182,209.8518319792378,RL,RL
47059,231.2379626783727,209.8518319792378,RL,RL
47060,172.97733203968434,209.8518319792378,V1,RL
47061,241.73685559861613,209.8518319792378,RL,RL
47062,241.73685559861613,209.8518319792378,RL,RL
47063,240.74328246122198,209.8518319792378,RL,RL
47064,153.81282225806586,209.8518319792378,RL,RL
47065,199.67360136350507,209.8518319792378,V1,RL
47066,202.95951599144792,209.8518319792378,V1,RL
47067,197.46446628423345,209.8518319792378,V1,RL
47068,265.8187328755833,209.8518319792378,V1,RL
47069,199.78842686016188,209.8518319792378,V1,RL
47070,197.25296609288787,209.8518319792378,AL,RL
47071,150.0116249084266,209.8518319792378,AL,RL
47072,328.5547146037799,209.8518319792378,AL,RL
47073,153.61635101406947,209.8518319792378,AL,RL
47074,213.69143906097995,209.8518319792378,RL,RL
47075,213.69143906097995,209.8518319792378,AL,RL
47076,213.69143906097995,209.8518319792378,AL,RL
47077,268.3524600400323,209.8518319792378,AL,RL
47078,268.3524600400323,209.8518319792378,RL,RL
47079,226.1561737913944,211.38354769944428,AL,RL
47080,226.1561737913944,211.38354769944428,AL,RL
47081,197.25296609288787,211.38354769944428,AL,RL
47082,213.69143906097995,211.38354769944428,RL,RL
47083,213.69143906097995,211.38354769944428,AL,RL
47084,213.69143906097995,211.38354769944428,AL,RL
47085,248.20345304874755,211.38354769944428,AL,RL
47086,235.47805668620865,211.38354769944428,RL,RL
47087,197.56799102775386,211.38354769944428,V1,RL
47088,197.56799102775386,211.38354769944428,V1,RL
47089,170.13985151919508,211.38354769944428,V1,RL
47090,487.6869674434702,211.38354769944428,V1,RL
47091,281.23383685363336,211.38354769944428,V1,RL
47092,112.63372121908428,211.38354769944428,RL,RL
47093,169.87352545009117,211.38354769944428,V1,RL
47094,328.5547146037799,211.38354769944428,RL,RL
47095,115.74405904706964,211.38354769944428,V1,RL
47096,387.54857397794615,211.38354769944428,AL,RL
47097,150.54760101445166,211.38354769944428,AL,RL
47098,144.47755807602772,211.38354769944428,AL,RL
47099,203.17931125180883,211.38354769944428,AL,RL
47100,412.9547450697128,183.6040832323145,AL,RL
47101,206.5119301541262,183.6040832323145,AL,RL
47102,150.54760101445166,183.6040832323145,AL,RL
47103,124.9551623963918,183.6040832323145,AL,RL
47104,124.9551623963918,183.6040832323145,AL,RL
47105,233.73472513090232,183.6040832323145,AL,RL
47106,164.54668157036457,183.6040832323145,RL,RL
47107,330.6604984051622,183.6040832323145,AL,RL
47108,211.3620453355802,183.6040832323145,RL,RL
47109,478.7993575636608,183.6040832323145,RL,RL
47110,290.5198239511385,183.6040832323145,AL,RL
47111,182.80802371293603,183.6040832323145,AL,RL
47112,253.20327737794648,183.6040832323145,V1,RL
47113,154.6298069760253,183.6040832323145,AL,RL
47114,154.6298069760253,183.6040832323145,RL,RL
47115,226.1561737913944,168.58634432573902,RL,RL
47116,226.1561737913944,168.58634432573902,V1,RL
47117,115.74405904706964,168.58634432573902,V1,RL
47118,128.3018850960248,168.58634432573902,V1,RL
47119,221.244383210094,168.58634432573902,V1,RL
47120,372.41022949398,168.58634432573902,RL,RL
47121,110.32643619714236,168.58634432573902,RL,RL
47122,110.32643619714236,168.58634432573902,RL,RL
47123,372.7062946473425,168.58634432573902,AL,RL
47124,244.02896580165654,168.58634432573902,AL,RL
47125,244.02896580165654,168.58634432573902,AL,RL
47126,244.02896580165654,168.58634432573902,AL,RL
47127,171.0472688028366,191.2043390488844,RL,RL
47128,168.96818975402502,191.2043390488844,RL,RL
47129,221.46770455146972,191.2043390488844,RL,RL
47130,279.2544678846859,191.2043390488844,RL,RL
47131,180.45036404428404,191.2043390488844,RL,RL
47132,183.6040832323145,191.2043390488844,AL,RL
47133,186.31688304993784,191.2043390488844,AL,RL
47134,223.86862940966878,191.2043390488844,AL,RL
47135,223.86862940966878,191.2043390488844,AL,RL
47136,393.2936784266738,191.2043390488844,RL,RL
47137,166.61073272531473,191.2043390488844,AL,RL
47138,151.57423615043348,191.2043390488844,RL,RL
47139,174.20194178846705,191.2043390488844,AL,RL
47140,197.25296609288787,191.2043390488844,AL,RL
47141,226.1561737913944,191.2043390488844,AL,RL
47142,244.20694089265373,191.2043390488844,AL,RL
47143,330.8395424107698,191.2043390488844,AL,RL
47144,221.244383210094,191.2043390488844,V1,RL
47145,221.244383210094,191.2043390488844,RL,RL
47146,114.40656109788455,191.2043390488844,V1,RL
47147,233.45796511007444,191.2043390488844,V1,RL
47148,403.3095416442733,191.2043390488844,RL,RL
47149,183.26524358524446,191.2043390488844,RL,RL
47150,183.26524358524446,191.2043390488844,V1,RL
47151,174.13116234006995,191.2043390488844,V1,RL
47152,217.24980677002313,191.2043390488844,V1,RL
47153,191.92814545211564,191.2043390488844,V1,RL
47154,133.5798279967913,191.2043390488844,AL,RL
47155,302.7185508961449,191.2043390488844,RL,RL
47156,231.25698080849736,333.2176355286756,V1,RL
47157,231.25698080849736,333.2176355286756,V1,RL
47158,221.244383210094,333.2176355286756,V1,RL
47159,221.244383210094,333.2176355286756,V1,RL
47160,221.244383210094,333.2176355286756,RL,RL
47161,309.1381268416938,333.2176355286756,V1,RL
47162,307.157312325819,333.2176355286756,AL,RL
47163,307.157312325819,333.2176355286756,V1,RL
47164,151.57423615043348,333.2176355286756,V1,RL
47165,151.57423615043348,333.2176355286756,RL,RL
47166,310.7109402211722,333.2176355286756,V1,RL
47167,310.7109402211722,333.2176355286756,V1,RL
47168,273.2391648813205,333.2176355286756,V1,RL
47169,273.2391648813205,333.2176355286756,RL,RL
47170,285.8881454793055,333.2176355286756,V1,RL
47171,285.8881454793055,333.2176355286756,AL,RL
47172,261.8927105317573,333.2176355286756,AL,RL
47173,390.6278141709334,333.2176355286756,RL,RL
47174,219.3364886055565,333.2176355286756,RL,RL
47175,180.77562029093218,191.460636446148,V1,RL
47176,474.5490327707867,191.460636446148,V1,RL
47177,210.51537882849556,191.460636446148,V1,RL
47178,158.54163852634798,191.460636446148,V1,RL
47179,134.16600581063895,191.460636446148,V1,RL
47180,291.83784277541383,191.460636446148,RL,RL
47181,250.4369518846835,191.460636446148,V1,RL
47182,176.03980968249735,191.460636446148,RL,RL
47183,221.244383210094,191.460636446148,RL,RL
47184,221.244383210094,191.460636446148,RL,RL
47185,221.244383210094,191.460636446148,V1,RL
47186,221.244383210094,191.460636446148,AL,RL
47187,221.244383210094,191.460636446148,AL,RL
47188,221.244383210094,191.460636446148,AL,RL
47189,221.244383210094,191.460636446148,V1,RL
47190,138.79502552961333,191.460636446148,AL,RL
47191,316.9025133602763,191.460636446148,RL,RL
47192,249.47222396280029,191.460636446148,RL,RL
47193,249.47222396280029,191.460636446148,V1,RL
47194,272.3207937758052,179.71450573025803,RL,RL
47195,272.3207937758052,179.71450573025803,AL,RL
47196,106.9587888256723,179.71450573025803,RL,RL
47197,149.9864521722269,179.71450573025803,AL,RL
47198,181.37353225862242,179.71450573025803,V1,RL
47199,181.4072318780898,179.71450573025803,RL,RL
47200,138.4078047737332,179.71450573025803,RL,RL
47201,144.217677302616,179.71450573025803,AL,RL
47202,202.1933690219592,179.71450573025803,RL,RL
47203,202.1933690219592,179.71450573025803,V1,RL
47204,173.43362728870318,179.71450573025803,AL,RL
47205,407.6965979973203,179.71450573025803,AL,RL
47206,407.6965979973203,179.71450573025803,AL,RL
47207,425.5303723556542,179.71450573025803,AL,RL
47208,244.40638864646078,334.6554217764956,AL,RL
47209,187.18054444819265,334.6554217764956,V1,RL
47210,230.46603562815028,334.6554217764956,V1,RL
47211,367.4670516415521,334.6554217764956,V1,RL
47212,200.61818599900772,334.6554217764956,RL,RL
47213,306.5668280989876,334.6554217764956,RL,RL
47214,195.09868553894125,334.6554217764956,RL,RL
47215,205.4192553834371,334.6554217764956,RL,RL
47216,218.34068958926613,334.6554217764956,AL,RL
47217,397.38342724611675,334.6554217764956,RL,RL
47218,150.9347931227651,334.6554217764956,AL,RL
47219,381.0403282438507,334.6554217764956,RL,RL
47220,246.35463133284352,334.6554217764956,AL,RL
47221,468.321015316657,334.6554217764956,AL,RL
47222,468.321015316657,334.6554217764956,RL,RL
47223,425.5303723556542,334.6554217764956,V1,RL
47224,373.67316197867814,361.8102695233643,AL,RL
47225,373.67316197867814,361.8102695233643,RL,RL
47226,249.6049100985523,361.8102695233643,V1,RL
47227,197.8199825387777,361.8102695233643,AL,RL
47228,212.00432110848226,361.8102695233643,RL,RL
47229,289.68529687777993,361.8102695233643,V1,RL
47230,264.4788939304917,361.8102695233643,AL,RL
47231,193.80214043096342,361.8102695233643,RL,RL
47232,355.0241656795203,361.8102695233643,AL,RL
47233,231.78399663054856,361.8102695233643,V1,RL
47234,231.78399663054856,361.8102695233643,V1,RL
47235,231.78399663054856,361.8102695233643,V1,RL
47236,231.78399663054856,361.8102695233643,V1,RL
47237,293.6781991171344,361.8102695233643,V1,RL
47238,293.6781991171344,361.8102695233643,V1,RL
47239,293.6781991171344,361.8102695233643,V1,RL
47240,264.0651418876721,361.8102695233643,V1,RL
47241,135.32269750382477,361.8102695233643,V1,RL
47242,311.05064719639864,361.8102695233643,V1,RL
47243,380.89642782440603,361.8102695233643,V1,RL
47244,370.16095002629265,361.8102695233643,V1,RL
47245,383.3132192570563,361.8102695233643,AL,RL
47246,383.3132192570563,361.8102695233643,V1,RL
47247,168.820850776497,361.8102695233643,V1,RL
47248,168.820850776497,361.8102695233643,V1,RL
47249,168.820850776497,361.8102695233643,V1,RL
47250,371.41041528106695,361.8102695233643,AL,RL
47251,89.76760957742418,159.03712489292624,V1,RL
47252,161.9797772903174,159.03712489292624,AL,RL
47253,161.9797772903174,159.03712489292624,AL,RL
47254,161.9797772903174,159.03712489292624,AL,RL
47255,161.9797772903174,159.03712489292624,AL,RL
47256,161.9797772903174,159.03712489292624,V1,RL
47257,161.9797772903174,159.03712489292624,V1,RL
47258,159.04804954048961,159.03712489292624,RL,RL
47259,104.5401200256201,159.03712489292624,RL,RL
47260,158.5303685277537,159.03712489292624,AL,RL
47261,158.5303685277537,159.03712489292624,RL,RL
47262,123.64772286864883,159.03712489292624,RL,RL
47263,123.64772286864883,159.03712489292624,RL,RL
47264,142.03660658014257,159.03712489292624,V1,RL
47265,142.03660658014257,159.03712489292624,AL,RL
47266,176.25188967284555,159.03712489292624,V1,RL
47267,176.25188967284555,159.03712489292624,RL,RL
47268,299.02689071175604,159.03712489292624,V1,RL
47269,276.7228520088664,159.03712489292624,V1,RL
47270,276.7228520088664,159.03712489292624,RL,RL
47271,104.67774808825995,159.03712489292624,RL,RL
47272,163.54903594121436,159.03712489292624,V1,RL
47273,116.94158951794013,159.03712489292624,V1,RL
47274,130.19235509589285,159.03712489292624,RL,RL
47275,451.4966223215474,159.03712489292624,RL,RL
47276,236.30553317776898,159.03712489292624,RL,RL
47277,255.62943332096637,182.47901009776461,RL,RL
47278,230.46603562815028,182.47901009776461,AL,RL
47279,149.9864521722269,182.47901009776461,AL,RL
47280,134.16600581063895,182.47901009776461,RL,RL
47281,372.7062946473425,182.47901009776461,V1,RL
47282,319.8778818784805,182.47901009776461,RL,RL
47283,163.17334564574745,182.47901009776461,V1,RL
47284,163.17334564574745,182.47901009776461,AL,RL
47285,344.0212059015049,358.74521959713667,V1,RL
47286,344.0212059015049,358.74521959713667,RL,RL
47287,289.7429836215947,358.74521959713667,RL,RL
47288,334.3229404289303,358.74521959713667,RL,RL
47289,334.3229404289303,358.74521959713667,RL,RL
47290,379.38950926157025,358.74521959713667,RL,RL
47291,405.2057901446436,358.74521959713667,RL,RL
47292,355.95756573238464,358.74521959713667,RL,RL
47293,144.47755807602772,358.74521959713667,RL,RL
47294,155.61424794404599,358.74521959713667,AL,RL
47295,155.61424794404599,358.74521959713667,AL,RL
47296,184.03925169629832,199.11542903109088,V1,RL
47297,184.03925169629832,199.11542903109088,AL,RL
47298,230.50854966003908,199.11542903109088,V1,RL
47299,230.50854966003908,199.11542903109088,RL,RL
47300,173.43362728870318,199.11542903109088,RL,RL
47301,178.7419453143762,199.11542903109088,V1,RL
47302,352.8889022022107,199.11542903109088,V1,RL
47303,230.3055169498523,199.11542903109088,V1,RL
47304,232.98756606374,199.11542903109088,V1,RL
47305,221.244383210094,199.11542903109088,V1,RL
47306,221.244383210094,199.11542903109088,V1,RL
47307,221.244383210094,199.11542903109088,RL,RL
47308,221.244383210094,199.11542903109088,RL,RL
47309,221.244383210094,199.11542903109088,RL,RL
47310,424.68934216472644,199.11542903109088,RL,RL
47311,211.3620453355802,199.11542903109088,RL,RL
47312,201.79320037956145,199.11542903109088,V1,RL
47313,201.79320037956145,199.11542903109088,V1,RL
47314,201.79320037956145,199.11542903109088,RL,RL
47315,335.0355330752127,199.11542903109088,LM,RL
47316,335.0355330752127,199.11542903109088,RL,RL
47317,244.63534525050568,199.11542903109088,AL,RL
47318,181.44541032268427,199.11542903109088,RL,RL
47319,203.597890104506,199.11542903109088,RL,RL
47320,129.20938884910993,199.11542903109088,AL,RL
47321,212.8502645787312,199.11542903109088,RL,RL
47322,212.8502645787312,199.11542903109088,RL,RL
47323,185.26420784959973,199.11542903109088,AL,RL
47324,205.8751745268829,199.11542903109088,RL,RL
47325,144.47755807602772,199.11542903109088,RL,RL
47326,191.460636446148,199.11542903109088,RL,RL
47327,171.73633584630053,199.11542903109088,RL,RL
47328,145.79913215562848,199.11542903109088,RL,RL
47329,239.7466182237508,225.87617732568103,V1,V1
47330,232.51488384337614,225.87617732568103,RL,V1
47331,232.51488384337614,225.87617732568103,AL,V1
47332,232.51488384337614,225.87617732568103,AL,V1
47333,175.86053438938137,225.87617732568103,V1,V1
47334,197.56799102775386,225.87617732568103,V1,V1
47335,197.56799102775386,225.87617732568103,V1,V1
47336,172.97733203968434,225.87617732568103,V1,V1
47337,397.8426406563252,225.87617732568103,AL,V1
47338,397.8426406563252,225.87617732568103,RL,V1
47339,397.8426406563252,225.87617732568103,RL,V1
47340,397.8426406563252,225.87617732568103,RL,V1
47341,397.8426406563252,225.87617732568103,RL,V1
47342,397.8426406563252,225.87617732568103,RL,V1
47343,478.7993575636608,225.87617732568103,RL,V1
47344,189.50539994635648,225.87617732568103,RL,V1
47345,189.50539994635648,225.87617732568103,RL,V1
47346,189.50539994635648,225.87617732568103,RL,V1
47347,263.76398893586946,225.87617732568103,RL,V1
47348,171.0472688028366,225.87617732568103,RL,V1
47349,240.74328246122198,225.87617732568103,V1,V1
47350,197.25296609288787,225.87617732568103,V1,V1
47351,194.15103792418418,225.87617732568103,AL,V1
47352,194.15103792418418,225.87617732568103,AL,V1
47353,170.13985151919508,225.87617732568103,AL,V1
47354,162.10315621083305,225.87617732568103,V1,V1
47355,162.10315621083305,225.87617732568103,V1,V1
47356,231.5262250387909,225.87617732568103,RL,V1
47357,231.5262250387909,225.87617732568103,AL,V1
47358,231.5262250387909,225.87617732568103,RL,V1
47359,231.5262250387909,225.87617732568103,V1,V1
47360,200.16723953699187,225.87617732568103,RL,V1
47361,159.78315511662566,187.893742907325,RL,V1
47362,151.57423615043348,187.893742907325,RL,V1
47363,159.96653470952745,187.893742907325,RL,V1
47364,202.95188824436667,187.893742907325,AL,V1
47365,245.0873632608513,187.893742907325,V1,V1
47366,149.9864521722269,187.893742907325,AL,V1
47367,382.4853682401546,187.893742907325,RL,V1
47368,170.13985151919508,187.893742907325,RL,V1
47369,209.8518319792378,187.893742907325,RL,V1
47370,210.1009620974613,187.893742907325,RL,V1
47371,172.2881207048996,187.893742907325,V1,V1
47372,172.2881207048996,187.893742907325,V1,V1
47373,221.244383210094,187.893742907325,V1,V1
47374,306.5668280989876,187.893742907325,V1,V1
47375,199.11542903109088,187.893742907325,V1,V1
47376,204.6286581878402,187.893742907325,AL,V1
47377,417.5003531037489,187.893742907325,V1,V1
47378,158.54163852634798,166.41668841992464,RL,V1
47379,158.54163852634798,166.41668841992464,V1,V1
47380,221.244383210094,166.41668841992464,RL,V1
47381,221.244383210094,166.41668841992464,V1,V1
47382,134.16600581063895,166.41668841992464,RL,V1
47383,189.50539994635648,166.41668841992464,V1,V1
47384,189.50539994635648,166.41668841992464,RL,V1
47385,189.50539994635648,166.41668841992464,AL,V1
47386,186.09098995189106,166.41668841992464,AL,V1
47387,171.0472688028366,166.41668841992464,RL,V1
47388,197.46446628423345,166.41668841992464,RL,V1
47389,356.9690271029529,166.41668841992464,V1,V1
47390,372.41022949398,166.41668841992464,LM,V1
47391,144.217677302616,166.41668841992464,V1,V1
47392,171.73633584630053,166.41668841992464,V1,V1
47393,427.04156763041937,166.41668841992464,V1,V1
47394,148.61117947809905,166.41668841992464,V1,V1
47395,476.3538667870521,166.41668841992464,V1,V1
47396,223.86862940966878,166.41668841992464,AL,V1
47397,223.86862940966878,166.41668841992464,RL,V1
47398,110.88426212503785,166.41668841992464,AL,V1
47399,110.88426212503785,166.41668841992464,RL,V1
47400,233.16120556744312,166.41668841992464,AL,V1
47401,263.4108142039753,166.41668841992464,RL,V1
47402,478.7993575636608,166.41668841992464,RL,V1
47403,166.33408834824112,166.41668841992464,V1,V1
47404,425.2443661019303,208.48881383584643,V1,V1
47405,239.5395687367096,208.48881383584643,V1,V1
47406,207.66928653552657,208.48881383584643,V1,V1
47407,109.0473761494304,208.48881383584643,V1,V1
47408,181.44541032268427,208.48881383584643,V1,V1
47409,206.5119301541262,208.48881383584643,RL,V1
47410,238.2036017504079,208.48881383584643,RL,V1
47411,231.53446228592918,208.48881383584643,RL,V1
47412,181.35385049377098,208.48881383584643,RL,V1
47413,196.98785375645892,208.48881383584643,RL,V1
